symbol,Price,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Trailing P/E,Forward P/E,Date,Forward Price/Sales
SP500 Communication Equip Mean ,154.586,5.266,3.89,18.26,1.954,2.276,24.674,38.174,14.596,7.392,16.794,21.428,0.402,27.822,3788342000.0,21.112,16.95,64.494,12912000000.0,52640000000.0,49948000000.0,4.916,19.4,33.278,20.38,2021-02-05,0.0
SP500 Communication Equip Mean ,150.4,5.268,4.03,17.752,1.954,2.268,24.674,38.174,14.596,7.658,16.092,20.894,0.404,27.86,3822342000.0,21.51,16.466,65.256,12934000000.0,52232000000.0,49290000000.0,4.858,19.886,30.682,20.218,2021-01-30,0.0
SP500 Communication Equip Mean ,151.062,5.272,3.992,17.828,2.048,2.34,23.8,38.494,15.528,7.826,16.694,21.056,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,53092000000.0,50346000000.0,4.908,19.836,30.512,20.202,2021-01-22,0.0
SP500 Communication Equip Mean ,149.872,5.184,3.928,17.62,2.048,2.34,23.8,38.494,15.528,7.826,16.694,21.45,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,52884000000.0,50138000000.0,4.824,19.546,30.156,19.9,2021-01-16,0.0
SP500 Communication Equip Mean ,143.188,5.086,3.836,16.974,2.048,2.34,23.8,38.494,15.528,7.826,16.694,21.562,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,52556000000.0,49812000000.0,4.804,19.452,29.408,19.488,2021-01-09,0.0
SP500 Communication Equip Mean ,139.656,4.9,3.698,16.478,2.048,2.34,23.8,38.494,15.528,7.826,16.694,22.8,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,51580000000.0,48836000000.0,4.548,18.428,28.524,18.824,2021-01-02,0.0
SP500 Communication Equip Mean ,139.536,4.914,3.7,16.48,2.048,2.34,23.8,38.494,15.528,7.826,16.694,23.08,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,51360000000.0,48650000000.0,4.56,18.442,28.498,18.846,2020-12-26,0.0
SP500 Communication Equip Mean ,139.314,4.878,3.68,16.47,2.048,2.34,23.8,38.494,15.528,7.826,16.694,23.028,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,52078000000.0,49320000000.0,4.534,18.314,28.352,18.734,2020-12-19,0.0
SP500 Communication Equip Mean ,137.186,4.79,3.61,16.246,2.048,2.34,23.8,38.494,15.528,7.826,16.694,23.296,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,50930000000.0,48185999999.8,4.438,18.018,27.964,18.412,2020-12-12,0.0
SP500 Communication Equip Mean ,133.82,4.736,3.554,15.898,2.048,2.34,23.8,38.494,15.528,7.826,16.694,23.52,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,50906000000.0,48158000000.0,4.386,17.82,27.704,18.304,2020-12-07,0.0
SP500 Communication Equip Mean ,134.394,4.692,3.498,15.936,2.048,2.34,23.8,38.494,15.528,7.826,16.694,23.684,0.4,25.026,3828006000.0,21.712,17.24,65.898,12918000000.0,49376000000.0,46631999999.8,4.344,17.714,27.608,18.102,2020-11-28,0.0
SP500 Communication Equip Mean ,133.068,4.602,3.414,15.726,2.048,2.34,23.8,38.494,15.528,7.826,16.694,24.26,0.4,25.026,3828006000.0,21.712,17.24,65.984,12918000000.0,47808000000.0,45054000000.0,4.246,17.286,26.994,17.788,2020-11-21,0.0
SP500 Communication Equip Mean ,130.346,4.506,3.338,15.33,2.054,2.34,22.848,39.136,15.528,8.004,16.526,24.78,0.4,25.026,3839564000.0,22.204,17.24,65.984,12918000000.0,45694000000.0,43062000000.0,4.154,16.864,26.324,17.53,2020-11-13,0.0
SP500 Communication Equip Mean ,123.288,4.33,3.194,14.62,2.054,2.366,23.434,0.39,16.036,8.032,16.826,26.002,0.402,25.148,3959564000.0,22.302,17.438,65.656,13164000000.0,44190000000.0,41559999999.4,3.98,16.086,25.058,16.816,2020-11-07,0.0
SP500 Communication Equip Mean ,111.0,3.858,2.91,13.25,2.074,2.384,23.438,0.396,16.486,8.2,17.272,27.31,0.404,25.172,3961084000.0,22.458,17.658,65.35,13174000000.0,44378000000.0,41770000000.0,3.544,14.37,22.312,15.344,2020-10-31,0.0
SP500 Communication Equip Mean ,114.32,3.968,2.994,13.288,1.172,2.336,24.446,0.398,16.67,8.282,14.988,25.294,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,44814000000.0,42206000000.0,3.658,14.726,23.748,15.842,2020-10-24,0.0
SP500 Communication Equip Mean ,118.512,4.114,3.11,13.694,1.172,2.336,24.446,0.398,16.67,8.282,14.988,24.72,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,46218000000.0,43612000000.0,3.798,15.218,24.4,16.342,2020-10-17,0.0
SP500 Communication Equip Mean ,115.15,4.058,3.094,13.404,1.172,2.336,24.446,0.398,16.67,8.282,14.988,24.78,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,45796000000.0,43194000000.0,3.744,14.958,23.924,16.09,2020-10-11,0.0
SP500 Communication Equip Mean ,109.412,3.79,2.912,12.764,1.172,2.336,24.446,0.398,16.67,8.282,14.988,26.194,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,44528000000.0,41924000000.0,3.486,13.954,22.42,15.078,2020-10-03,0.0
SP500 Communication Equip Mean ,105.614,3.698,2.83,12.386,1.172,2.336,24.446,0.398,16.67,8.282,14.988,26.738,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,43076000000.0,40468000000.0,3.396,13.674,22.056,14.764,2020-09-27,0.0
SP500 Communication Equip Mean ,109.506,3.856,2.962,13.0,1.172,2.336,24.446,0.398,16.67,8.282,14.988,25.026,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,45682000000.0,43074000000.0,3.552,14.326,23.18,15.444,2020-09-21,0.0
SP500 Communication Equip Mean ,112.608,4.126,3.196,13.252,1.172,2.336,24.446,0.398,16.67,8.282,14.988,23.676,0.632,37.314,3971650000.0,22.378,17.754,64.812,13194000000.0,47835999999.8,45230000000.0,3.81,15.21,24.316,16.66,2020-09-05,0.0
SP500 Communication Equip Mean,106.2025,6.5775,4.525,22.2719855400023,2.075,2.3975,17.2475,-316.644076793756,14.1175,8.1125,11.6473657629579,17.1327587194008,0.5625,7.3675,4900117500,22.2475,17.83,55.8681662128453,16617500000.0,79767500000,76655000000,6.1825,21.865,37.1025,23.1925,2022-02-12 00:00:00,0.0
SP500 Communication Equip Mean,108.815,6.385,4.4125,22.7273131880556,2.0875,2.1675,18.6225,-707.885712456158,14.705,8.155,11.7847709556211,16.4403531254561,0.5775,7.0775,4942942500,22.2375,18.01,58.2115486949519,16852500000.0,78392500000,75280000000,5.8,21.37,36.0825,22.5775,2022-02-19 00:00:00,0.0
SP500 Communication Equip Mean,109.115,6.3225,4.58,22.4788718031703,1.9275,2.1675,18.6225,-707.885712456158,14.705,8.65,12.9400293592469,16.5773734134412,0.5775,6.8175,5032942500,23.3625,18.01,58.2421484501539,16852500000.0,80980000000,78942500000,5.9725,21.9525,35.8825,22.665,2022-02-26 00:00:00,0.0
SP500 Communication Equip Mean,108.0425,6.2675,4.4975,22.1285548065753,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,16.7357354349523,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,79552500000,77517500000,5.9075,21.7525,35.79,22.6025,2022-03-05 00:00:00,0.0
SP500 Communication Equip Mean,107.3775,6.2675,4.4975,21.9533052628487,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,17.1442353942123,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,79552500000,77517500000,5.9075,21.7525,35.79,22.6025,2022-03-12 00:00:00,0.0
SP500 Communication Equip Mean,113.905,6.125,4.3775,23.4130697433786,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,16.190951651295,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,78022500000,75987500000,5.7675,21.2325,34.9325,22.0825,2022-03-19 00:00:00,0.0
SP500 Communication Equip Mean,115.5725,6.5425,4.6625,24.0046846701889,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,15.8261851653039,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,79192500000,77155000000,6.1675,22.62,36.9825,23.365,2022-03-28 00:00:00,0.0
SP500 Communication Equip Mean,117.5275,6.88,4.8925,24.3011120334324,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,15.6777241611679,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,81697500000,79660000000,6.4925,23.86,39.07,24.615,2022-04-03 00:00:00,0.0
SP500 Communication Equip Mean,115.05,6.93,4.9175,23.4060843804052,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,16.2959842205672,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,82015000000,79980000000,6.54,23.92,39.045,24.395,2022-04-09 00:00:00,0.0
SP500 Communication Equip Mean,111.5175,6.5525,4.625,22.6670757880239,1.9275,2.1675,19.345,-4747.64094059304,14.705,8.655,12.9400293592469,16.7293956247733,0.5775,6.8175,5040442500,23.3775,18.01,58.2421484501539,16852500000.0,79337500000,77297500000,6.175,22.705,37.325,23.27,2022-04-17 00:00:00,0.0
SP500 Communication Equip Mean,110.5125,2.9025,2.0,22.4175,1.775,2.1675,19.345,37.8975,14.705,8.655,11.7575,14.1525,0.5825,7.305,5040442500,23.3775,18.01,58.2425,16852500000.0,65737500000,64537500000,2.94,12.8775,24.27,13.8075,2022-04-23 00:00:00,0.0
SP500 Communication Equip Mean,106.845,5.985,4.2325,21.685,1.775,2.1675,19.345,37.8975,14.705,8.655,11.7575,17.8375,0.5825,7.305,5040442500,23.3775,18.01,58.2425,16852500000.0,74397500000,72332500000,5.62,20.1175,31.375,21.355,2022-04-30 00:00:00,0.0
SP500 Communication Equip Mean,100.69,5.4775,3.95,20.4075,1.765,2.18,19.135,37.8125,15.2325,8.72,11.775,18.1275,0.585,7.305,5044467500,23.4375,18.4325,57.9725,16875000000.0,70795000000,68725000000,5.145,18.66,28.9725,20.15,2022-05-07 00:00:00,0.0
SP500 Communication Equip Mean,95.2925,5.2,3.7675,19.1625,1.6225,2.18,19.135,37.805,15.2325,8.72,11.775,18.93,0.585,7.305,5044467500,23.4375,18.4325,57.9725,16875000000.0,69380000000,67310000000,4.8775,17.745,27.6625,19.1125,2022-05-13 00:00:00,4.375
SP500 Communication Equip Mean,95.47,5.1775,3.74,19.7575,1.6225,1.9875,16.8425,37.805,15.5325,8.91,11.775,19.2375,0.5975,7.305,5070699999.75,23.2925,18.7875,56.725,16964999999.75,69132500000,67307500000,4.885,17.93,27.4275,19.0825,2022-05-21 00:00:00,4.29
SP500 Communication Equip Mean,99.3,5.05,3.55,20.6025,1.615,1.9875,16.8425,37.1775,15.5325,8.91,11.8175,20.5225,0.5975,7.305,5070699999.75,23.2975,18.7875,56.725,16964999999.75,62365000000,60540000000,4.7575,17.48,26.765,18.6575,2022-05-28 00:00:00,4.47
SP500 Communication Equip Mean,101.8025,5.05,3.55,21.075,1.5425,1.9875,17.5125,38.705,15.5325,8.9125,11.995,20.325,0.5975,7.305,5073200000,23.3,18.7875,56.725,16964999999.75,62365000000,60540000000,4.7575,17.48,26.765,18.6575,2022-06-04 00:00:00,4.5675
SP500 Communication Equip Mean,96.625,5.05,3.55,19.92,1.5425,1.9875,17.5125,38.705,15.5325,8.9125,11.995,20.325,0.5975,7.305,5073200000,23.3,18.7875,56.725,16964999999.75,62365000000,60540000000,4.7575,17.48,26.765,18.6575,2022-06-11 00:00:00,4.3125
SP500 Communication Equip Mean,89.5975,4.8,3.385,18.5525,1.5425,1.9875,17.5125,38.705,15.5325,8.9125,11.995,20.525,0.5975,7.305,5073200000,23.3,18.7875,56.725,16964999999.75,63302499999.75,61217500000,4.5125,16.6875,25.7125,18.045,2022-06-18 00:00:00,4.0225
