symbol,Price,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Trailing P/E,Forward P/E,Date,Forward Price/Sales
SP500 Software Mean ,347.14625,15.35375,94.575625,45.4125,1.193125,1.335625,96.061875,42.280625,58.81125,7.545625,15.208125,5.9675,0.569375,15.724375,7747570000.0,23.514375,22.52125,73.22125,18611967500.0,258590000000.0,257385000000.0,15.455625,62.95875,107.46625,50.40375,2021-11-20,0.0
SP500 Software Mean ,342.9925,15.06125,94.2625,45.23,1.26,1.325625,96.065625,43.29,58.786875,7.493125,14.608125,5.819375,0.575,15.724375,7743820000.0,23.63125,22.591875,73.568125,18568842500.0,251329374999.875,250121250000.0,15.1675,61.94125,105.995,49.671875,2021-11-13,0.0
SP500 Software Mean ,351.4275,13.5975,94.255,46.226875,1.26375,1.474375,117.445625,43.47125,73.52625,7.5425,14.66,4.45875,0.5625,15.724375,7737030000.0,23.773125,23.000625,74.55375,18534467500.0,249387500000.0,248808125000.0,13.721875,55.276875,95.001875,43.518125,2021-11-06,0.0
SP500 Software Mean ,343.45625,14.391875,92.54875,46.79875,1.25125,1.43625,120.058125,43.566875,73.136875,7.488125,14.798125,4.504375,0.564375,15.724375,7723916874.9375,23.43375,22.00625,73.86,18461363750.0,221115624999.938,220012499999.938,14.310625,56.81375,99.9675,44.944375,2021-10-30,0.0
SP500 Software Mean ,337.65375,14.99375,94.901875,47.370625,1.25125,1.40375,121.870625,43.566875,72.57625,7.45875,14.798125,6.055,0.554375,15.724375,7417149375.0,23.614375,21.298125,74.584375,17986988750.0,235490624999.875,234326250000.0,15.14625,62.67125,116.314375,48.0475,2021-10-23,0.0
SP500 Software Mean ,324.021875,14.27875,93.895,45.605625,1.25125,1.40375,121.870625,43.566875,72.57625,7.45875,14.798125,6.415625,0.554375,15.724375,7417149375.0,23.614375,21.298125,74.584375,17986988750.0,224159375000.0,223623125000.0,14.37875,59.209375,109.713125,45.7525,2021-10-15,0.0
SP500 Software Mean ,315.0325,14.25625,94.15875,44.4475,1.25125,1.40375,121.870625,43.566875,72.57625,7.45875,14.798125,6.408125,0.554375,15.724375,7417149375.0,23.614375,21.298125,74.584375,17986988750.0,223426875000.0,222890000000.0,14.356875,59.336875,110.739375,45.684375,2021-10-09,0.0
SP500 Software Mean ,309.57125,14.776875,94.8875,43.653125,1.25125,1.40375,121.870625,43.566875,72.57625,7.45875,14.798125,6.208125,0.554375,15.724375,7417149375.0,23.614375,21.298125,74.584375,17986988750.0,229090000000.0,228578125000.0,14.883125,61.174375,113.63,48.815625,2021-10-02,0.0
SP500 Software Mean ,327.714375,14.776875,94.8875,45.92375,1.246875,1.40375,121.870625,43.615625,72.57625,7.45875,14.85,6.196875,0.554375,15.724375,7417149375.0,23.614375,21.298125,74.584375,17986988750.0,229090000000.0,228578125000.0,14.883125,61.174375,113.63,48.815625,2021-09-25,0.0
SP500 Software Mean ,326.970625,13.91875,94.986875,45.57125,1.264375,1.399375,121.956875,43.09625,72.60375,7.423125,14.696875,5.59875,0.5525,15.724375,7394024375.0,23.565625,21.305625,74.811875,17942613750.0,231261250000.0,228685000000.0,13.965,55.754375,102.755,38.893125,2021-09-18,0.0
SP500 Software Mean ,326.10375,14.9775,97.969375,45.53375,1.264375,1.415625,213.34125,43.069375,62.45125,7.399375,13.68125,6.1525,0.5525,15.724375,7383399375.0,23.574375,21.293125,74.85625,17920113750.0,213734375000.0,226483125000.0,15.053125,61.755625,114.516875,49.440625,2021-09-11,0.0
SP500 Software Mean ,328.91625,15.04875,97.945625,46.02625,1.26625,1.415625,213.299375,43.055,62.45125,7.390625,13.68125,6.244375,0.5525,15.724375,7381524375.0,23.554375,21.293125,74.85625,17920113750.0,231492500000.0,230618749999.875,15.114375,61.9775,114.97,48.165,2021-09-04,0.0
SP500 Software Mean ,322.850625,14.8625,97.77125,45.14125,1.29375,1.415625,213.421875,42.77375,62.45125,7.38125,13.82625,5.9725,0.576875,15.724375,7400155625.0,23.523125,21.293125,74.85625,17920113750.0,232485000000.0,231608749999.875,14.91625,61.164375,112.259375,55.205625,2021-08-28,0.0
SP500 Software Mean ,315.103125,14.62875,98.205625,44.435625,1.29375,1.44,214.2375,42.77375,67.55875,7.525,13.82625,6.143125,0.56875,15.724375,7378389375.0,23.754375,22.116875,74.53875,17790113750.0,224632500000.0,222826250000.0,14.681875,59.795,104.5025,53.963125,2021-08-21,0.0
SP500 Software Mean ,314.87,14.589375,98.159375,44.705625,1.29375,1.440625,214.269375,42.77375,67.670625,7.531875,13.82625,6.21,0.5675,15.724375,7378214375.0,23.768125,22.22875,74.651875,17783863750.0,221059375000.0,218631874999.938,14.64625,59.22,103.34375,53.6875,2021-08-14,0.0
SP500 Software Mean ,315.90125,14.696875,98.14375,44.4475,1.21625,1.440625,214.269375,42.72875,67.670625,7.531875,12.136875,6.01875,0.5675,15.724375,7378214375.0,23.768125,22.22875,74.651875,17783863750.0,223040625000.0,220612499999.938,14.685,59.734375,105.511875,54.110625,2021-08-07,0.0
SP500 Software Mean ,305.70375,14.364375,98.08125,43.589375,1.235,1.36,227.905,43.06125,212.675,7.503125,13.465625,6.180625,0.565,15.740625,7423060625.0,23.809375,22.32625,75.48125,17764453750.0,218941875000.0,217149374999.938,14.41625,58.295,103.6,52.611875,2021-07-31,0.0
SP500 Software Mean ,308.388125,14.85,98.8525,43.60625,1.4325,1.586875,226.020625,42.2025,212.581875,7.448125,13.54375,5.98625,0.553125,15.740625,7039569375.0,23.841875,22.335,76.124375,17211328750.0,221575625000.0,219646250000.0,14.796875,59.325625,109.233125,53.26,2021-07-27,0.0
SP500 Software Mean ,294.91,14.265625,98.019375,41.46125,1.4325,1.586875,226.020625,42.2025,212.581875,7.448125,13.54375,6.335625,0.553125,15.740625,7039569375.0,23.841875,22.335,76.124375,17211328750.0,214477499999.938,212546250000.0,14.183125,56.50375,58.495625,51.028125,2021-07-17,0.0
SP500 Software Mean ,296.259375,14.250625,97.911875,41.8125,1.4325,1.586875,226.020625,42.2025,212.581875,7.448125,13.54375,6.26875,0.553125,15.740625,7039569375.0,23.841875,22.335,76.124375,17211328750.0,212575624999.938,210646874999.875,14.170625,56.656875,104.705,51.100625,2021-07-09,0.0
SP500 Software Mean ,289.7925,13.95375,97.381875,41.038125,1.4325,1.586875,226.020625,42.2025,212.581875,7.448125,13.54375,6.396875,0.553125,15.740625,7039569375.0,23.841875,22.335,76.124375,17211328750.0,207111250000.0,205806249999.875,13.881875,55.499375,102.22,49.99125,2021-07-03,0.0
SP500 Software Mean ,285.718125,12.033125,93.10375,40.420625,1.426875,1.586875,226.020625,42.166875,212.581875,7.448125,13.6,5.2625,0.553125,17.940625,7039569375.0,23.841875,22.335,76.124375,17211328750.0,185375000000.0,183928125000.0,13.07125,51.469375,95.044375,41.62125,2021-06-26,0.0
SP500 Software Mean ,278.56125,12.218125,95.065,39.763125,1.4175,1.58375,223.15375,41.8525,212.658125,7.40375,13.415,6.435625,0.553125,14.71375,7061444375.0,23.799375,22.453125,76.37625,17166953750.0,183119375000.0,181883124999.938,12.146875,50.470625,95.550625,45.625,2021-06-19,0.0
SP500 Software Mean ,272.005625,13.21875,95.34125,39.1075,1.4175,1.575,179.63375,41.8525,209.995625,7.464375,13.415,6.83,0.5525,14.71375,6995819375.0,23.789375,22.350625,76.241875,17117578750.0,197879999999.938,195734375000.0,13.15125,52.183125,94.603125,47.5575,2021-06-11,0.0
SP500 Software Mean ,258.944375,12.735625,94.71625,37.393125,1.435625,1.575,179.611875,42.1075,209.995625,7.45875,13.54375,6.97125,0.5525,14.71375,7005213125.0,23.77375,22.350625,76.241875,17117578750.0,190527500000.0,188382499999.938,12.765625,50.668125,90.15875,46.07125,2021-06-05,0.0
SP500 Software Mean ,262.419375,12.899375,95.38625,37.95875,1.405,1.575,179.611875,42.37,209.995625,7.45875,13.4675,6.94875,0.5525,14.71375,7005213125.0,23.77375,22.350625,76.241875,17117578750.0,191408125000.0,190031250000.0,12.771875,50.854375,92.6725,47.23375,2021-05-29,0.0
SP500 Software Mean ,259.544375,12.625,95.005,38.594375,1.361875,1.564375,182.155,42.288125,211.758125,7.30125,12.11375,7.1425,0.533125,14.71375,6939201875.0,23.4825,22.135,77.291875,16969453750.0,187758125000.0,185889999999.875,12.571875,50.653125,90.474375,45.745,2021-05-22,0.0
SP500 Software Mean ,248.00625,12.355625,94.758125,37.028125,1.328125,1.55875,182.144375,42.2625,211.680625,7.2925,12.116875,7.28875,0.531875,14.71375,6937070625.0,23.469375,22.05,77.485,16959453750.0,185187499999.938,183943124999.938,12.326875,49.744375,88.935625,44.9025,2021-05-14,0.0
SP500 Software Mean ,256.35625,12.809375,100.216875,36.540625,1.31125,1.576875,182.144375,39.741875,212.653125,7.01375,12.9675,6.96625,0.53125,14.71375,6923394375.0,23.336875,22.174375,77.38875,16955703750.0,187387499999.938,185384999999.938,12.646875,51.114375,92.52875,46.428125,2021-05-08,0.0
SP500 Software Mean ,272.110625,13.6225,101.791875,39.351875,1.338125,1.468125,194.408125,38.45,50.2075,7.153125,13.045,6.443125,0.52875,14.71375,6923877500.0,23.470625,22.364375,77.8675,16946964375.0,192835000000.0,190840624999.875,13.539375,54.523125,97.981875,49.69875,2021-05-01,0.0
SP500 Software Mean ,284.790666666667,14.27,109.158,40.1726666666667,1.35,1.50933333333333,199.548666666667,38.0526666666667,52.2593333333333,7.21,13.3913333333333,6.18133333333333,0.520666666666667,15.6946666666667,7089556000.0,23.4373333333333,22.8073333333333,79.2713333333333,17492762000.0,209658666666.667,206800000000.0,14.1386666666667,59.1633333333333,117.948666666667,50.946,2021-04-23,0.0
SP500 Software Mean ,281.814666666667,13.8553333333333,108.662666666667,39.7933333333333,1.35,1.50933333333333,199.548666666667,38.0526666666667,52.2593333333333,7.21,13.3913333333333,6.35733333333333,0.520666666666667,15.6946666666667,7089556000.0,23.4373333333333,22.8073333333333,79.2713333333333,17492762000.0,203143333333.333,200952000000.0,13.7006666666667,56.9793333333333,112.37,49.312,2021-04-10,0.0
SP500 Software Mean ,267.897333333333,13.3113333333333,107.834,37.8593333333333,1.36466666666667,1.50933333333333,199.548666666667,38.0826666666667,52.2593333333333,7.21,13.422,6.67666666666667,0.520666666666667,15.6946666666667,7089556000.0,23.4373333333333,22.8073333333333,79.2713333333333,17492762000.0,189028000000.0,186834000000.0,13.1613333333333,54.998,109.18,47.9446666666667,2021-04-02,0.0
SP500 Software Mean ,256.768,13.0233333333333,106.915333333333,36.2866666666667,1.36466666666667,1.50933333333333,199.548666666667,38.0826666666667,52.2593333333333,7.21,13.4333333333333,6.81333333333333,0.520666666666667,15.6946666666667,7089556000.0,23.4373333333333,22.8073333333333,79.2713333333333,17492762000.0,189720000000.0,187527333333.333,12.8826666666667,53.4453333333333,105.242,46.8293333333333,2021-03-27,0.0
SP500 Software Mean ,255.446666666667,13.2273333333333,106.79,36.334,1.36733333333333,1.52333333333333,199.598,38.072,52.116,7.13333333333333,13.4333333333333,6.786,0.518666666666667,15.6946666666667,7054527333.33333,23.306,22.8206666666667,79.6133333333334,17438762000.0,188528000000.0,185936666666.667,13.054,54.2853333333333,107.702,47.6226666666667,2021-03-20,0.0
SP500 Software Mean ,265.388666666667,13.3426666666667,107.366,37.8633333333333,1.368,1.52333333333333,199.577333333333,38.1526666666667,52.116,7.13466666666667,13.4486666666667,6.72466666666667,0.518666666666667,15.6946666666667,7059860666.66667,23.3133333333333,22.8206666666667,79.6133333333334,17438762000.0,190977333333.333,188717999999.933,13.1993333333333,54.9553333333333,109.706666666667,47.9466666666667,2021-03-13,0.0
SP500 Software Mean ,251.818,13.4953333333333,162.068666666667,35.8106666666667,1.368,1.524,206.512,38.2166666666667,50.7193333333333,7.13733333333333,13.4333333333333,6.63333333333333,0.518666666666667,15.6946666666667,7041194000.0,23.2653333333333,22.422,79.652,17419428666.6667,189614000000.0,187420666666.667,13.264,55.5033333333333,118.184,48.118,2021-03-05,0.0
SP500 Software Mean ,270.840666666667,14.1613333333333,168.960666666667,34.8506666666667,6.75533333333334,1.606,393.264,41.1413333333333,33.216,7.15266666666667,-87.6393333333333,6.30333333333333,0.624,34.2093333333333,7032207333.33333,23.112,22.458,78.5286666666667,17399428666.6667,192332666666.667,189902666666.667,13.8586666666667,60.2353333333333,124.956666666667,50.4406666666667,2021-02-26,0.0
SP500 Software Mean ,288.432,14.8986666666667,169.553333333333,42.3406666666667,1.45466666666667,1.622,394.824666666667,39.012,34.2933333333333,7.598,22.2086666666667,5.46733333333333,0.39,62.5266666666667,6958053333.33333,23.1266666666667,22.4513333333333,77.688,17334095333.3333,199875333333.2,197419333333.333,14.5986666666667,62.7593333333333,129.093333333333,52.366,2021-02-20,0.0
SP500 Software Mean ,291.386666666667,14.9606666666667,169.678,43.1966666666667,1.45466666666667,1.628,394.742666666667,39.012,34.212,7.58866666666667,22.138,5.45733333333333,0.388666666666667,62.49,6956494666.66667,23.078,22.3926666666667,77.8686666666667,17325428666.6667,200024666666.6,197568000000.0,14.6593333333333,63.1266666666667,130.304666666667,52.684,2021-02-14,0.0
SP500 Software Mean ,284.236666666667,14.0513333333333,169.183333333333,42.8306666666667,1.45466666666667,1.61666666666667,392.356666666667,39.244,34.7633333333333,7.718,22.5093333333333,5.902,0.391333333333333,61.3393333333333,6958816000.0,23.1806666666667,22.532,76.4066666666667,17314926666.6667,192678000000.0,189577333333.267,13.7133333333333,58.4586666666667,122.49,49.3693333333333,2021-02-05,0.0
SP500 Software Mean ,271.915333333333,13.9873333333333,173.468,40.858,1.45066666666667,1.61733333333333,392.356666666667,39.3186666666667,35.6586666666667,7.71666666666667,22.9433333333333,5.90866666666667,0.390666666666667,61.3393333333333,6954416000.0,22.946,29.738,76.452,17313593333.3333,189094666666.667,185991999999.867,13.6593333333333,57.9433333333333,119.256,49.0913333333333,2021-01-30,0.0
SP500 Software Mean ,275.015333333333,14.0133333333333,175.390666666667,42.2573333333333,1.462,1.62666666666667,393.086666666666,39.476,37.53,7.69333333333333,23.6246666666667,5.98933333333333,0.401333333333333,61.2026666666667,6715331333.33333,22.9026666666667,30.5906666666667,75.6246666666667,16882259999.9333,178595333333.333,175506666666.6,13.7566666666667,57.4833333333333,67.8813333333333,48.5346666666667,2021-01-22,0.0
SP500 Software Mean ,269.258666666667,14.0373333333333,175.434,38.868,1.462,1.62466666666667,465.198,39.476,40.6733333333333,7.802,23.942,5.974,0.401333333333333,61.2026666666667,6724873333.33333,23.046,30.7866666666667,75.2753333333333,16882259999.9333,182094666666.667,179006666666.667,13.78,57.7766666666667,67.956,48.7546666666667,2021-01-16,0.0
SP500 Software Mean ,272.990666666667,14.42,174.831333333333,39.41,1.462,1.62466666666667,465.198,39.476,40.6733333333333,7.802,23.942,5.842,0.401333333333333,61.2026666666667,6724873333.33333,23.046,30.7866666666667,75.2753333333333,16882259999.9333,183523333333.267,180433333333.333,14.2026666666667,59.42,69.8366666666667,49.8933333333333,2021-01-09,0.0
SP500 Software Mean ,277.11,14.4813333333333,175.162,39.8893333333333,1.462,1.62466666666667,465.198,39.476,40.6733333333333,7.802,23.942,5.88533333333333,0.401333333333333,61.2026666666667,6724873333.33333,23.046,30.7866666666667,75.2753333333333,16882259999.9333,186218666666.667,183796000000.0,14.1826666666667,59.3613333333333,70.3026666666667,50.0086666666667,2021-01-02,0.0
SP500 Software Mean ,279.208666666667,14.5286666666667,174.648,40.3166666666667,1.462,1.62466666666667,465.198,39.476,40.6733333333333,7.802,23.942,5.77133333333333,0.401333333333333,61.2026666666667,6724873333.33333,23.046,30.7866666666667,75.2753333333333,16882259999.9333,187387333333.267,183954000000.0,14.2813333333333,59.4686666666667,70.798,50.4113333333333,2020-12-26,0.0
SP500 Software Mean ,276.338,14.3166666666667,171.743333333333,39.5566666666667,1.462,1.62466666666667,465.198,39.476,40.6733333333333,7.802,23.942,5.97266666666667,0.401333333333333,61.2026666666667,6724873333.33333,23.046,30.7866666666667,75.2753333333333,16882259999.9333,181817999999.933,179172000000.0,13.996,58.6733333333333,69.2346666666667,49.588,2020-12-19,0.0
SP500 Software Mean ,266.229333333333,13.8046666666667,169.074666666667,38.046,1.462,1.62466666666667,465.092,39.418,40.6733333333333,7.80133333333333,23.932,6.14,0.401333333333333,61.2026666666667,6720314666.6,23.042,30.7866666666667,75.2753333333333,16882259999.9333,179264000000.0,176174666666.667,13.528,56.782,66.9406666666667,47.95,2020-12-12,0.0
SP500 Software Mean ,263.516666666667,13.868,168.351333333333,40.494,1.49066666666667,1.65466666666667,457.174,39.5653333333333,39.1766666666667,7.75333333333333,23.4666666666667,6.11666666666667,0.403333333333333,61.174,6667648000.0,22.9253333333333,30.1173333333333,74.6146666666667,16841593333.2667,179593333333.267,176307333333.267,13.5713333333333,56.4713333333333,67.8726666666667,47.7686666666667,2020-12-07,0.0
SP500 Software Mean ,257.569333333333,13.47,165.598,39.564,1.478,1.64066666666667,457.293333333333,39.6513333333333,39.0966666666667,7.728,23.3066666666667,6.11733333333333,0.404,61.3506666666667,6665109999.93333,22.8326666666667,29.7526666666667,74.5733333333333,16768926666.6,178398666666.6,175138666666.6,13.154,55.6906666666667,68.3446666666667,46.4886666666667,2020-11-28,0.0
SP500 Software Mean ,256.93,13.3546666666667,163.186666666667,39.7586666666667,1.478,1.586,463.137333333333,39.6573333333333,38.892,7.50533333333333,22.9753333333333,6.144,0.401333333333333,61.3506666666667,6648396666.6,22.6233333333333,29.566,74.8546666666667,16750926666.6,177355999999.933,174084666666.667,13.0386666666667,56.03,69.2026666666667,45.988,2020-11-21,0.0
SP500 Software Mean ,252.902666666667,13.268,163.369333333333,39.084,1.42666666666667,1.586,463.137333333333,39.4113333333333,38.892,7.50533333333333,23.174,6.14866666666667,0.401333333333333,61.3506666666667,6648396666.6,22.6233333333333,29.566,74.8546666666667,16750926666.6,178214000000.0,174943333333.267,12.954,55.5213333333333,68.7206666666667,45.5746666666667,2020-11-13,0.0
SP500 Software Mean ,260.779333333333,13.58,164.27,40.4193333333333,1.42666666666667,1.56866666666667,462.686666666667,0.394666666666667,38.8946666666667,7.462,22.9046666666667,6.022,0.401333333333333,61.3506666666667,6648663333.26667,22.252,31.5886666666667,74.9006666666667,16749593333.2667,181231333333.333,177958666666.667,13.2753333333333,56.502,69.722,46.542,2020-11-07,0.0
SP500 Software Mean ,246.189333333333,13.0206666666667,149.672666666667,39.002,1.374,1.55,462.786666666667,0.396666666666667,39.3193333333333,7.56333333333333,24.356,6.21866666666667,0.401333333333333,60.308,6650570666.6,22.488,31.826,75.1506666666667,16746157999.9333,169493333333.333,166881999999.933,12.576,53.0206666666667,65.156,43.9646666666667,2020-10-31,0.0
SP500 Software Mean ,254.097333333333,13.6013333333333,150.548,40.3173333333333,1.04733333333333,1.52866666666667,461.178,0.4,39.6766666666667,7.516,23.2946666666667,5.88933333333333,0.568666666666667,87.3566666666667,6455835999.93333,22.3926666666667,31.79,75.7726666666667,16448158000.0,180125333333.267,176853333333.267,13.28,55.2053333333333,67.9473333333333,45.9266666666667,2020-10-24,0.0
SP500 Software Mean ,260.919333333333,14.012,152.522666666667,41.4453333333333,1.03866666666667,1.51666666666667,274.546666666667,0.4,54.2646666666667,7.47933333333333,23.9086666666667,5.71066666666667,0.566666666666667,87.0886666666667,6451692666.6,22.312,32.0993333333333,76.0193333333333,16440158000.0,183343333333.333,180744666666.6,13.642,56.804,69.8433333333333,47.0133333333333,2020-10-17,0.0
SP500 Software Mean ,251.082666666667,13.608,147.182,39.866,1.03866666666667,1.51666666666667,274.546666666667,0.4,54.2646666666667,7.47933333333333,23.9086666666667,5.80266666666667,0.566666666666667,87.0886666666667,6451692666.6,22.312,32.0993333333333,76.0193333333333,16440158000.0,180991333333.267,178393999999.933,13.248,55.1593333333333,67.656,45.724,2020-10-11,0.0
SP500 Software Mean ,246.819333333333,12.5873333333333,142.336,38.828,1.03866666666667,1.51666666666667,274.546666666667,0.4,54.2646666666667,7.47933333333333,23.9086666666667,6.31866666666667,0.566666666666667,87.0886666666667,6445425999.93333,22.312,32.0993333333333,76.0193333333333,16440158000.0,170717333333.333,167312000000.0,12.1753333333333,50.8553333333333,62.2906666666667,43.708,2020-10-03,0.0
SP500 Software Mean ,229.525333333333,12.2113333333333,142.046,35.936,1.03866666666667,1.51666666666667,274.546666666667,0.4,54.2646666666667,7.47933333333333,23.9086666666667,6.46533333333333,0.566666666666667,87.0886666666667,6445425999.93333,22.312,32.0993333333333,76.0193333333333,16440158000.0,167899333333.333,164638000000.0,11.872,49.5273333333333,60.6493333333333,42.712,2020-09-27,0.0
SP500 Software Mean ,230.972666666667,12.306,143.404,36.5333333333333,1.03866666666667,1.50666666666667,274.734666666667,0.4,54.29,7.45733333333333,23.8433333333333,6.41133333333333,0.566,87.0886666666667,6426092666.6,22.258,32.0766666666667,76.184,16414158000.0,170059999999.933,166795999999.933,11.9666666666667,49.768,61.246,43.648,2020-09-21,0.0
SP500 Software Mean ,244.086666666667,13.588,148.568,38.5473333333333,1.082,1.53133333333333,266.850666666667,0.399333333333333,53.4553333333333,7.43066666666667,23.8626666666667,5.88866666666667,0.566,87.0513333333333,6400759333.2,22.1946666666667,32.064,76.2046666666667,16404158000.0,186772666666.667,183568666666.6,13.2186666666667,54.6546666666667,67.4633333333333,50.014,2020-09-05,0.0
SP500 Software Mean,294.632,12.8193333333333,97.96,36.5645680371106,0.7,1.43,87.8233333333333,545.980384425915,37.2066666666667,7.68733333333333,15.7497663432041,7.00481557674275,0.522,4.36266666666667,8613514000,23.49,20.8406666666667,74.8817097846887,20542666666.6667,234125333333.333,234205333333.333,12.8413333333333,52.4473333333333,96.8146666666667,42.842,2022-02-12 00:00:00,0.0
SP500 Software Mean,276.176666666667,10.9553333333333,91.2866666666667,34.1631875209397,0.7,1.43266666666667,103.203333333333,483.404185448971,40.1673333333333,7.83,14.8703359489158,7.43140112807891,0.512666666666667,4.36333333333333,8621558666.66667,23.702,20.9446666666667,75.2452626632733,20570000000,222156000000,222142000000.0,10.9773333333333,43.8986666666667,83.8926666666667,35.468,2022-02-19 00:00:00,0.0
SP500 Software Mean,289.624,11.5113333333333,96.4693333333333,36.0298498661224,0.692666666666667,1.36266666666667,95.66,483.995810840807,28.7333333333333,7.69,13.7442878637184,7.04582109194814,0.521333333333333,13.758,8626127333.33333,23.4466666666667,19.5413333333333,77.6602966314513,20602000000,218774000000,218888000000.0,11.5606666666667,47.8813333333333,87.284,38.8846666666667,2022-02-26 00:00:00,0.0
SP500 Software Mean,281.177333333333,11.904,98.0613333333333,35.2715448880119,0.692666666666667,1.30066666666667,97.8113333333333,492.425302120497,28.0106666666667,7.33866666666667,13.4176342348704,7.56362894511841,0.518666666666667,13.758,8657694000,23.216,19.3573333333333,77.8471870675999,20775333333.3333,226736000000,227207333333.333,12.0046666666667,50.356,96.8826666666667,40.7693333333333,2022-03-05 00:00:00,0.0
SP500 Software Mean,263.831333333333,11.904,98.0613333333333,33.254781703158,0.692666666666667,1.30066666666667,97.844,492.425302120497,28.0106666666667,7.35133333333333,13.4176342348704,7.95928225734621,0.518666666666667,13.758,8661694000,23.2526666666667,19.3573333333333,77.8471870675999,20775333333.3333,226736000000,227207333333.333,12.0046666666667,50.356,96.8826666666667,40.7693333333333,2022-03-12 00:00:00,0.0
